,subject,condition,filename,sequence,IC,high_IC_chosen,target_pos,target_metric_2,target_metric_4,accent,musician
801,f0sl72,tonic C5,fc_IC_accent_5_1.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,1,1
802,f0sl72,tonic C5,fc_IC_default_3_2.mp3,"[1, 2, 6, 3, 2, 3, 1]",,0,4,1,1,0,1
803,f0sl72,tonic C5,fc_IC_accent_3_2.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,1,4,1,1,1,1
804,f0sl72,tonic C5,fc_IC_accent_3_3.mp3,"[1, 3, 6, 3, 2, 3, 1]",,0,4,1,1,1,1
805,f0sl72,tonic C5,fc_IC_default_3_3.mp3,"[1, 2, 6, 3, 2, 3, 1]",,0,4,1,1,0,1
806,f0sl72,tonic C5,fc_IC_default_3_1.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,1,4,1,1,0,1
807,f0sl72,tonic C5,fc_IC_accent_3_4.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,1,1
808,f0sl72,tonic C5,fc_IC_default_5_4.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,0,1
809,f0sl72,tonic C5,fc_IC_accent_5_2.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,1,1
810,f0sl72,tonic C5,fc_IC_default_5_2.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,0,1
811,f0sl72,tonic C5,fc_IC_accent_3_1.mp3,"[1, 2, 6, 3, 2, 3, 1]",,0,4,1,1,1,1
812,f0sl72,tonic C5,fc_IC_accent_5_3.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,1,1
813,f0sl72,tonic C5,fc_IC_default_5_3.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,0,1
814,f0sl72,tonic C5,fc_IC_accent_5_4.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,1,1
815,f0sl72,tonic C5,fc_IC_default_3_4.mp3,"[1, 2, 6, 3, 2, 3, 1]",,0,4,1,1,0,1
816,7q280f,tonic C5,fc_IC_default_5_3.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,0,0
817,7q280f,tonic C5,fc_IC_default_3_3.mp3,"[1, 2, 6, 3, 2, 3, 1]",,1,4,1,1,0,0
818,7q280f,tonic C5,fc_IC_accent_5_3.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,1,0
819,7q280f,tonic C5,fc_IC_accent_5_1.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,1,0
820,7q280f,tonic C5,fc_IC_default_3_2.mp3,"[1, 2, 6, 3, 2, 3, 1]",,1,4,1,1,0,0
821,7q280f,tonic C5,fc_IC_default_3_1.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,0,0
822,7q280f,tonic C5,fc_IC_accent_3_2.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,1,4,1,1,1,0
823,7q280f,tonic C5,fc_IC_default_3_4.mp3,"[1, 2, 6, 3, 2, 3, 1]",,1,4,1,1,0,0
824,7q280f,tonic C5,fc_IC_default_5_4.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,0,0
825,7q280f,tonic C5,fc_IC_accent_5_2.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,1,0
826,7q280f,tonic C5,fc_IC_default_5_2.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,0,0
827,7q280f,tonic C5,fc_IC_default_5_1.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,0,0
828,7q280f,tonic C5,fc_IC_accent_5_4.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,1,0
829,7q280f,tonic C5,fc_IC_accent_3_1.mp3,"[1, 2, 6, 3, 2, 3, 1]",,1,4,1,1,1,0
830,7q280f,tonic C5,fc_IC_accent_3_3.mp3,"[1, 3, 6, 3, 2, 3, 1]",,0,4,1,1,1,0
831,7q280f,tonic C5,fc_IC_accent_3_4.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,1,4,1,1,1,0
832,b4yhdr,tonic C5,fc_IC_default_5_4.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,0,1
833,b4yhdr,tonic C5,fc_IC_default_5_1.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,0,1
834,b4yhdr,tonic C5,fc_IC_accent_5_2.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,1,1
835,b4yhdr,tonic C5,fc_IC_accent_3_1.mp3,"[1, 2, 6, 3, 2, 3, 1]",,1,4,1,1,1,1
836,b4yhdr,tonic C5,fc_IC_default_3_1.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,0,1
837,b4yhdr,tonic C5,fc_IC_default_3_4.mp3,"[1, 2, 6, 3, 2, 3, 1]",,1,4,1,1,0,1
838,b4yhdr,tonic C5,fc_IC_default_5_3.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,0,1
839,b4yhdr,tonic C5,fc_IC_default_3_3.mp3,"[1, 2, 6, 3, 2, 3, 1]",,0,4,1,1,0,1
840,b4yhdr,tonic C5,fc_IC_default_3_2.mp3,"[1, 2, 6, 3, 2, 3, 1]",,1,4,1,1,0,1
841,b4yhdr,tonic C5,fc_IC_accent_3_4.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,1,1
842,b4yhdr,tonic C5,fc_IC_default_5_2.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,0,1
843,b4yhdr,tonic C5,fc_IC_accent_3_3.mp3,"[1, 3, 6, 3, 2, 3, 1]",,1,4,1,1,1,1
844,b4yhdr,tonic C5,fc_IC_accent_3_2.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,1,1
845,b4yhdr,tonic C5,fc_IC_accent_5_1.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,1,1
846,b4yhdr,tonic C5,fc_IC_accent_5_3.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,1,1
847,b4yhdr,tonic C5,fc_IC_accent_5_4.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,1,1
848,2ouu3l,tonic C5,fc_IC_default_3_4.mp3,"[1, 2, 6, 3, 2, 3, 1]",,1,4,1,1,0,0
849,2ouu3l,tonic C5,fc_IC_accent_3_2.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,1,0
850,2ouu3l,tonic C5,fc_IC_default_5_4.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,0,0
851,2ouu3l,tonic C5,fc_IC_accent_3_1.mp3,"[1, 2, 6, 3, 2, 3, 1]",,0,4,1,1,1,0
852,2ouu3l,tonic C5,fc_IC_default_5_1.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,0,0
853,2ouu3l,tonic C5,fc_IC_accent_3_4.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,1,0
854,2ouu3l,tonic C5,fc_IC_default_3_2.mp3,"[1, 2, 6, 3, 2, 3, 1]",,0,4,1,1,0,0
855,2ouu3l,tonic C5,fc_IC_default_3_1.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,0,0
856,2ouu3l,tonic C5,fc_IC_default_5_2.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,0,0
857,2ouu3l,tonic C5,fc_IC_accent_5_4.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,1,0
858,2ouu3l,tonic C5,fc_IC_default_3_3.mp3,"[1, 2, 6, 3, 2, 3, 1]",,0,4,1,1,0,0
859,2ouu3l,tonic C5,fc_IC_accent_5_1.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,1,0
860,2ouu3l,tonic C5,fc_IC_default_5_3.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,0,0
861,2ouu3l,tonic C5,fc_IC_accent_5_3.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,1,0
862,2ouu3l,tonic C5,fc_IC_accent_3_3.mp3,"[1, 3, 6, 3, 2, 3, 1]",,0,4,1,1,1,0
863,2ouu3l,tonic C5,fc_IC_accent_5_2.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,1,0
864,7e9x0n,tonic G5,fc_IC_accent_5_4.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,1,0
865,7e9x0n,tonic G5,fc_IC_default_5_2.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,0,0
866,7e9x0n,tonic G5,fc_IC_accent_3_3.mp3,"[1, 2, 6, 3, 2, 3, 1]",,1,4,1,1,1,0
867,7e9x0n,tonic G5,fc_IC_default_3_1.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,0,0
868,7e9x0n,tonic G5,fc_IC_default_3_2.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,1,4,1,1,0,0
869,7e9x0n,tonic G5,fc_IC_accent_3_2.mp3,"[1, 3, 6, 3, 2, 3, 1]",,1,4,1,1,1,0
870,7e9x0n,tonic G5,fc_IC_accent_3_4.mp3,"[1, 2, 6, 3, 2, 3, 1]",,0,4,1,1,1,0
871,7e9x0n,tonic G5,fc_IC_default_3_3.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,0,0
872,7e9x0n,tonic G5,fc_IC_default_5_4.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,0,0
873,7e9x0n,tonic G5,fc_IC_default_5_1.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,0,0
874,7e9x0n,tonic G5,fc_IC_accent_5_3.mp3,"[1, 2, 5, 4, 3, 1]",,0,3,2,4,1,0
875,7e9x0n,tonic G5,fc_IC_accent_5_2.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,1,0
876,7e9x0n,tonic G5,fc_IC_accent_3_1.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,1,0
877,7e9x0n,tonic G5,fc_IC_default_5_3.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,0,0
878,7e9x0n,tonic G5,fc_IC_default_3_4.mp3,"[1, 3, 6, 3, 2, 5, 3, 1]",,1,4,1,1,0,0
879,7e9x0n,tonic G5,fc_IC_accent_5_1.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,1,0
880,vxv6m3,tonic G5,fc_IC_default_3_4.mp3,"[1, 3, 6, 3, 2, 5, 3, 1]",,1,4,1,1,0,0
881,vxv6m3,tonic G5,fc_IC_default_5_2.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,0,0
882,vxv6m3,tonic G5,fc_IC_accent_5_4.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,1,0
883,vxv6m3,tonic G5,fc_IC_default_5_4.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,0,0
884,vxv6m3,tonic G5,fc_IC_accent_3_4.mp3,"[1, 2, 6, 3, 2, 3, 1]",,1,4,1,1,1,0
885,vxv6m3,tonic G5,fc_IC_default_3_2.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,0,0
886,vxv6m3,tonic G5,fc_IC_accent_3_1.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,1,4,1,1,1,0
887,vxv6m3,tonic G5,fc_IC_accent_5_1.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,1,0
888,vxv6m3,tonic G5,fc_IC_accent_5_3.mp3,"[1, 2, 5, 4, 3, 1]",,0,3,2,4,1,0
889,vxv6m3,tonic G5,fc_IC_default_3_3.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,1,4,1,1,0,0
890,vxv6m3,tonic G5,fc_IC_default_5_1.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,0,0
891,vxv6m3,tonic G5,fc_IC_default_5_3.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,0,0
892,vxv6m3,tonic G5,fc_IC_accent_3_2.mp3,"[1, 3, 6, 3, 2, 3, 1]",,1,4,1,1,1,0
893,vxv6m3,tonic G5,fc_IC_accent_3_3.mp3,"[1, 2, 6, 3, 2, 3, 1]",,1,4,1,1,1,0
894,vxv6m3,tonic G5,fc_IC_default_3_1.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,1,4,1,1,0,0
895,vxv6m3,tonic G5,fc_IC_accent_5_2.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,1,0
896,qghju0,tonic G5,fc_IC_accent_5_4.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,1,0
897,qghju0,tonic G5,fc_IC_accent_3_2.mp3,"[1, 3, 6, 3, 2, 3, 1]",,1,4,1,1,1,0
898,qghju0,tonic G5,fc_IC_accent_3_4.mp3,"[1, 2, 6, 3, 2, 3, 1]",,1,4,1,1,1,0
899,qghju0,tonic G5,fc_IC_accent_3_3.mp3,"[1, 2, 6, 3, 2, 3, 1]",,1,4,1,1,1,0
900,qghju0,tonic G5,fc_IC_default_3_3.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,1,4,1,1,0,0
901,qghju0,tonic G5,fc_IC_default_5_4.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,0,0
902,qghju0,tonic G5,fc_IC_default_3_2.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,1,4,1,1,0,0
903,qghju0,tonic G5,fc_IC_default_5_3.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,0,0
904,qghju0,tonic G5,fc_IC_accent_5_3.mp3,"[1, 2, 5, 4, 3, 1]",,0,3,2,4,1,0
905,qghju0,tonic G5,fc_IC_accent_5_2.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,1,0
906,qghju0,tonic G5,fc_IC_default_3_1.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,1,4,1,1,0,0
907,qghju0,tonic G5,fc_IC_accent_3_1.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,1,4,1,1,1,0
908,qghju0,tonic G5,fc_IC_accent_5_1.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,1,0
909,qghju0,tonic G5,fc_IC_default_5_1.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,0,0
910,qghju0,tonic G5,fc_IC_default_5_2.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,0,0
911,qghju0,tonic G5,fc_IC_default_3_4.mp3,"[1, 3, 6, 3, 2, 5, 3, 1]",,0,4,1,1,0,0
912,d1ao35,tonic G5,fc_IC_default_3_4.mp3,"[1, 3, 6, 3, 2, 5, 3, 1]",,0,4,1,1,0,0
913,d1ao35,tonic G5,fc_IC_accent_5_1.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,1,0
914,d1ao35,tonic G5,fc_IC_default_3_2.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,0,0
915,d1ao35,tonic G5,fc_IC_accent_5_4.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,1,0
916,d1ao35,tonic G5,fc_IC_default_5_1.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,0,0
917,d1ao35,tonic G5,fc_IC_accent_3_2.mp3,"[1, 3, 6, 3, 2, 3, 1]",,0,4,1,1,1,0
918,d1ao35,tonic G5,fc_IC_accent_3_1.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,1,4,1,1,1,0
919,d1ao35,tonic G5,fc_IC_accent_3_4.mp3,"[1, 2, 6, 3, 2, 3, 1]",,0,4,1,1,1,0
920,d1ao35,tonic G5,fc_IC_accent_3_3.mp3,"[1, 2, 6, 3, 2, 3, 1]",,0,4,1,1,1,0
921,d1ao35,tonic G5,fc_IC_default_5_4.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,0,0
922,d1ao35,tonic G5,fc_IC_accent_5_3.mp3,"[1, 2, 5, 4, 3, 1]",,0,3,2,4,1,0
923,d1ao35,tonic G5,fc_IC_default_5_3.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,0,0
924,d1ao35,tonic G5,fc_IC_default_3_1.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,0,0
925,d1ao35,tonic G5,fc_IC_default_5_2.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,0,0
926,d1ao35,tonic G5,fc_IC_accent_5_2.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,1,0
927,d1ao35,tonic G5,fc_IC_default_3_3.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,0,0
928,l1czo5,tonic G5,fc_IC_default_3_2.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,0,0
929,l1czo5,tonic G5,fc_IC_default_5_1.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,0,0
930,l1czo5,tonic G5,fc_IC_accent_5_2.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,1,0
931,l1czo5,tonic G5,fc_IC_accent_5_1.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,1,0
932,l1czo5,tonic G5,fc_IC_default_5_3.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,0,0
933,l1czo5,tonic G5,fc_IC_default_5_2.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,0,0
934,l1czo5,tonic G5,fc_IC_accent_5_3.mp3,"[1, 2, 5, 4, 3, 1]",,1,3,2,4,1,0
935,l1czo5,tonic G5,fc_IC_default_5_4.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,0,0
936,l1czo5,tonic G5,fc_IC_accent_3_4.mp3,"[1, 2, 6, 3, 2, 3, 1]",,0,4,1,1,1,0
937,l1czo5,tonic G5,fc_IC_accent_5_4.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,1,0
938,l1czo5,tonic G5,fc_IC_accent_3_2.mp3,"[1, 3, 6, 3, 2, 3, 1]",,0,4,1,1,1,0
939,l1czo5,tonic G5,fc_IC_default_3_1.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,1,4,1,1,0,0
940,l1czo5,tonic G5,fc_IC_default_3_3.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,0,0
941,l1czo5,tonic G5,fc_IC_default_3_4.mp3,"[1, 3, 6, 3, 2, 5, 3, 1]",,0,4,1,1,0,0
942,l1czo5,tonic G5,fc_IC_accent_3_3.mp3,"[1, 2, 6, 3, 2, 3, 1]",,0,4,1,1,1,0
943,l1czo5,tonic G5,fc_IC_accent_3_1.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,1,0
944,x74bb0,tonic G5,fc_IC_default_3_1.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,0,0
945,x74bb0,tonic G5,fc_IC_accent_5_1.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,1,0
946,x74bb0,tonic G5,fc_IC_accent_3_2.mp3,"[1, 3, 6, 3, 2, 3, 1]",,1,4,1,1,1,0
947,x74bb0,tonic G5,fc_IC_default_5_2.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,0,0
948,x74bb0,tonic G5,fc_IC_accent_3_3.mp3,"[1, 2, 6, 3, 2, 3, 1]",,0,4,1,1,1,0
949,x74bb0,tonic G5,fc_IC_default_5_1.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,0,0
950,x74bb0,tonic G5,fc_IC_accent_5_2.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,1,0
951,x74bb0,tonic G5,fc_IC_default_3_3.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,1,4,1,1,0,0
952,x74bb0,tonic G5,fc_IC_default_5_4.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,0,0
953,x74bb0,tonic G5,fc_IC_default_3_2.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,1,4,1,1,0,0
954,x74bb0,tonic G5,fc_IC_default_5_3.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,0,0
955,x74bb0,tonic G5,fc_IC_accent_5_4.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,1,0
956,x74bb0,tonic G5,fc_IC_accent_3_1.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,1,0
957,x74bb0,tonic G5,fc_IC_accent_3_4.mp3,"[1, 2, 6, 3, 2, 3, 1]",,0,4,1,1,1,0
958,x74bb0,tonic G5,fc_IC_default_3_4.mp3,"[1, 3, 6, 3, 2, 5, 3, 1]",,0,4,1,1,0,0
959,x74bb0,tonic G5,fc_IC_accent_5_3.mp3,"[1, 2, 5, 4, 3, 1]",,0,3,2,4,1,0
960,hlv1ng,tonic G5,fc_IC_default_5_2.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,0,0
961,hlv1ng,tonic G5,fc_IC_accent_3_4.mp3,"[1, 2, 6, 3, 2, 3, 1]",,0,4,1,1,1,0
962,hlv1ng,tonic G5,fc_IC_accent_5_2.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,1,0
963,hlv1ng,tonic G5,fc_IC_default_3_4.mp3,"[1, 3, 6, 3, 2, 5, 3, 1]",,0,4,1,1,0,0
964,hlv1ng,tonic G5,fc_IC_accent_3_2.mp3,"[1, 3, 6, 3, 2, 3, 1]",,1,4,1,1,1,0
965,hlv1ng,tonic G5,fc_IC_default_3_1.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,0,0
966,hlv1ng,tonic G5,fc_IC_accent_5_1.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,1,0
967,hlv1ng,tonic G5,fc_IC_default_3_2.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,0,0
968,hlv1ng,tonic G5,fc_IC_default_5_4.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,0,0
969,hlv1ng,tonic G5,fc_IC_default_5_1.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,0,0
970,hlv1ng,tonic G5,fc_IC_default_5_3.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,0,0
971,hlv1ng,tonic G5,fc_IC_accent_3_1.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,1,0
972,hlv1ng,tonic G5,fc_IC_accent_5_4.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,1,0
973,hlv1ng,tonic G5,fc_IC_accent_5_3.mp3,"[1, 2, 5, 4, 3, 1]",,1,3,2,4,1,0
974,hlv1ng,tonic G5,fc_IC_accent_3_3.mp3,"[1, 2, 6, 3, 2, 3, 1]",,0,4,1,1,1,0
975,hlv1ng,tonic G5,fc_IC_default_3_3.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,0,0
976,63jhey,tonic G5,fc_IC_default_5_4.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,0,1
977,63jhey,tonic G5,fc_IC_accent_5_1.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,1,1
978,63jhey,tonic G5,fc_IC_accent_5_2.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,1,1
979,63jhey,tonic G5,fc_IC_default_5_1.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,0,1
980,63jhey,tonic G5,fc_IC_accent_5_3.mp3,"[1, 2, 5, 4, 3, 1]",,1,3,2,4,1,1
981,63jhey,tonic G5,fc_IC_default_3_4.mp3,"[1, 3, 6, 3, 2, 5, 3, 1]",,0,4,1,1,0,1
982,63jhey,tonic G5,fc_IC_accent_3_1.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,1,1
983,63jhey,tonic G5,fc_IC_default_5_2.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,0,1
984,63jhey,tonic G5,fc_IC_default_3_2.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,0,1
985,63jhey,tonic G5,fc_IC_accent_3_4.mp3,"[1, 2, 6, 3, 2, 3, 1]",,0,4,1,1,1,1
986,63jhey,tonic G5,fc_IC_accent_3_2.mp3,"[1, 3, 6, 3, 2, 3, 1]",,0,4,1,1,1,1
987,63jhey,tonic G5,fc_IC_default_5_3.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,0,1
988,63jhey,tonic G5,fc_IC_accent_5_4.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,1,1
989,63jhey,tonic G5,fc_IC_accent_3_3.mp3,"[1, 2, 6, 3, 2, 3, 1]",,0,4,1,1,1,1
990,63jhey,tonic G5,fc_IC_default_3_1.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,1,4,1,1,0,1
991,63jhey,tonic G5,fc_IC_default_3_3.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,0,1
992,1ynj9z,tonic G5,fc_IC_default_5_4.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,0,0
993,1ynj9z,tonic G5,fc_IC_default_5_3.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,0,0
994,1ynj9z,tonic G5,fc_IC_default_3_1.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,1,4,1,1,0,0
995,1ynj9z,tonic G5,fc_IC_accent_3_4.mp3,"[1, 2, 6, 3, 2, 3, 1]",,0,4,1,1,1,0
996,1ynj9z,tonic G5,fc_IC_default_3_2.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,0,0
997,1ynj9z,tonic G5,fc_IC_default_5_2.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,0,0
998,1ynj9z,tonic G5,fc_IC_accent_3_2.mp3,"[1, 3, 6, 3, 2, 3, 1]",,0,4,1,1,1,0
999,1ynj9z,tonic G5,fc_IC_accent_5_2.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,1,0
1000,1ynj9z,tonic G5,fc_IC_default_3_3.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,0,0
1001,1ynj9z,tonic G5,fc_IC_accent_5_1.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,1,0
1002,1ynj9z,tonic G5,fc_IC_default_3_4.mp3,"[1, 3, 6, 3, 2, 5, 3, 1]",,0,4,1,1,0,0
1003,1ynj9z,tonic G5,fc_IC_accent_5_4.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,1,0
1004,1ynj9z,tonic G5,fc_IC_accent_3_3.mp3,"[1, 2, 6, 3, 2, 3, 1]",,0,4,1,1,1,0
